VarName;TimeString;VarValue;Validity;Time_ms
rFlow;04.05.2025 12:36;9.017986;1;45781525407.0718
rPower;04.05.2025 12:36;80;1;45781525407.0718
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525407.0718
rTemperatureIn;04.05.2025 12:36;15;1;45781525407.0718
rTemperatureOut;04.05.2025 12:36;30.00321;1;45781525407.0718
rFlow;04.05.2025 12:36;9.017989;1;45781525418.7269
rPower;04.05.2025 12:36;80;1;45781525418.7269
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525418.7269
rTemperatureIn;04.05.2025 12:36;15;1;45781525418.7269
rTemperatureOut;04.05.2025 12:36;30.00321;1;45781525418.7269
rFlow;04.05.2025 12:36;9.017994;1;45781525430.3704
rPower;04.05.2025 12:36;80;1;45781525430.3704
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525430.3704
rTemperatureIn;04.05.2025 12:36;15;1;45781525430.3704
rTemperatureOut;04.05.2025 12:36;30.00321;1;45781525430.3704
rFlow;04.05.2025 12:36;9.018;1;45781525442.0139
rPower;04.05.2025 12:36;80;1;45781525442.0139
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525442.0139
rTemperatureIn;04.05.2025 12:36;15;1;45781525442.0139
rTemperatureOut;04.05.2025 12:36;30.0032;1;45781525442.0139
rFlow;04.05.2025 12:36;9.018004;1;45781525453.6806
rPower;04.05.2025 12:36;80;1;45781525453.6806
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525453.6806
rTemperatureIn;04.05.2025 12:36;15;1;45781525453.6806
rTemperatureOut;04.05.2025 12:36;30.00319;1;45781525453.6806
rFlow;04.05.2025 12:36;9.018009;1;45781525465.3241
rPower;04.05.2025 12:36;80;1;45781525465.3241
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525465.3241
rTemperatureIn;04.05.2025 12:36;15;1;45781525465.3241
rTemperatureOut;04.05.2025 12:36;30.00319;1;45781525465.3241
rFlow;04.05.2025 12:36;9.018013;1;45781525476.9792
rPower;04.05.2025 12:36;80;1;45781525476.9792
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525476.9792
rTemperatureIn;04.05.2025 12:36;15;1;45781525476.9792
rTemperatureOut;04.05.2025 12:36;30.00317;1;45781525476.9792
rFlow;04.05.2025 12:36;9.018019;1;45781525488.6921
rPower;04.05.2025 12:36;80;1;45781525488.6921
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525488.6921
rTemperatureIn;04.05.2025 12:36;15;1;45781525488.6921
rTemperatureOut;04.05.2025 12:36;30.00317;1;45781525488.6921
rFlow;04.05.2025 12:36;9.018023;1;45781525500.3356
rPower;04.05.2025 12:36;80;1;45781525500.3356
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525500.3356
rTemperatureIn;04.05.2025 12:36;15;1;45781525500.3356
rTemperatureOut;04.05.2025 12:36;30.00316;1;45781525500.3356
rFlow;04.05.2025 12:36;9.018027;1;45781525512.2222
rPower;04.05.2025 12:36;80;1;45781525512.2222
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525512.2222
rTemperatureIn;04.05.2025 12:36;15;1;45781525512.2222
rTemperatureOut;04.05.2025 12:36;30.00314;1;45781525512.2222
rFlow;04.05.2025 12:36;9.018031;1;45781525523.8542
rPower;04.05.2025 12:36;80;1;45781525523.8542
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525523.8542
rTemperatureIn;04.05.2025 12:36;15;1;45781525523.8542
rTemperatureOut;04.05.2025 12:36;30.00314;1;45781525523.8542
rFlow;04.05.2025 12:36;9.018037;1;45781525535.4977
rPower;04.05.2025 12:36;80;1;45781525535.4977
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525535.4977
rTemperatureIn;04.05.2025 12:36;15;1;45781525535.4977
rTemperatureOut;04.05.2025 12:36;30.00313;1;45781525535.4977
rFlow;04.05.2025 12:36;9.018042;1;45781525547.1528
rPower;04.05.2025 12:36;80;1;45781525547.1528
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525547.1528
rTemperatureIn;04.05.2025 12:36;15;1;45781525547.1528
rTemperatureOut;04.05.2025 12:36;30.00313;1;45781525547.1528
rFlow;04.05.2025 12:36;9.018045;1;45781525558.7847
rPower;04.05.2025 12:36;80;1;45781525558.7847
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525558.7847
rTemperatureIn;04.05.2025 12:36;15;1;45781525558.7847
rTemperatureOut;04.05.2025 12:36;30.00312;1;45781525558.7847
rFlow;04.05.2025 12:36;9.018052;1;45781525570.4282
rPower;04.05.2025 12:36;80;1;45781525570.4282
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525570.4282
rTemperatureIn;04.05.2025 12:36;15;1;45781525570.4282
rTemperatureOut;04.05.2025 12:36;30.0031;1;45781525570.4282
rFlow;04.05.2025 12:36;9.018055;1;45781525582.0833
rPower;04.05.2025 12:36;80;1;45781525582.0833
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525582.0833
rTemperatureIn;04.05.2025 12:36;15;1;45781525582.0833
rTemperatureOut;04.05.2025 12:36;30.0031;1;45781525582.0833
rFlow;04.05.2025 12:36;9.01806;1;45781525593.7269
rPower;04.05.2025 12:36;80;1;45781525593.7269
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525593.7269
rTemperatureIn;04.05.2025 12:36;15;1;45781525593.7269
rTemperatureOut;04.05.2025 12:36;30.0031;1;45781525593.7269
rFlow;04.05.2025 12:36;9.018064;1;45781525605.3704
rPower;04.05.2025 12:36;80;1;45781525605.3704
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525605.3704
rTemperatureIn;04.05.2025 12:36;15;1;45781525605.3704
rTemperatureOut;04.05.2025 12:36;30.00309;1;45781525605.3704
rFlow;04.05.2025 12:36;9.01807;1;45781525617.0023
rPower;04.05.2025 12:36;80;1;45781525617.0023
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525617.0023
rTemperatureIn;04.05.2025 12:36;15;1;45781525617.0023
rTemperatureOut;04.05.2025 12:36;30.00308;1;45781525617.0023
rFlow;04.05.2025 12:36;9.018074;1;45781525628.669
rPower;04.05.2025 12:36;80;1;45781525628.669
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525628.669
rTemperatureIn;04.05.2025 12:36;15;1;45781525628.669
rTemperatureOut;04.05.2025 12:36;30.00308;1;45781525628.669
rFlow;04.05.2025 12:36;9.018079;1;45781525640.3009
rPower;04.05.2025 12:36;80;1;45781525640.3009
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525640.3009
rTemperatureIn;04.05.2025 12:36;15;1;45781525640.3009
rTemperatureOut;04.05.2025 12:36;30.00306;1;45781525640.3009
rFlow;04.05.2025 12:36;9.018083;1;45781525651.956
rPower;04.05.2025 12:36;80;1;45781525651.956
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525651.956
rTemperatureIn;04.05.2025 12:36;15;1;45781525651.956
rTemperatureOut;04.05.2025 12:36;30.00306;1;45781525651.956
rFlow;04.05.2025 12:36;9.018085;1;45781525663.6111
rPower;04.05.2025 12:36;80;1;45781525663.6111
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525663.6111
rTemperatureIn;04.05.2025 12:36;15;1;45781525663.6111
rTemperatureOut;04.05.2025 12:36;30.00305;1;45781525663.6111
rFlow;04.05.2025 12:36;9.018092;1;45781525675.2546
rPower;04.05.2025 12:36;80;1;45781525675.2546
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525675.2546
rTemperatureIn;04.05.2025 12:36;15;1;45781525675.2546
rTemperatureOut;04.05.2025 12:36;30.00305;1;45781525675.2546
