"VarName";"TimeString";"VarValue";"Validity";"Time_ms"
"Temperature_In";"01.05.2025 22:03:44";15;1;45778919263.0556
"Temperature_Out";"01.05.2025 22:03:44";48.32933;1;45778919263.0556
"OR";"01.05.2025 22:03:45";20.67693;1;45778919274.6759
"Power";"01.05.2025 22:03:45";50;1;45778919274.6759
"Temperature_Setpoint";"01.05.2025 22:03:45";50;1;45778919274.6759
"Temperature_In";"01.05.2025 22:03:45";15;1;45778919274.6759
"Temperature_Out";"01.05.2025 22:03:45";48.37302;1;45778919274.6759
"OR";"01.05.2025 22:03:46";20.67715;1;45778919286.3079
"Power";"01.05.2025 22:03:46";50;1;45778919286.3079
"Temperature_Setpoint";"01.05.2025 22:03:46";50;1;45778919286.3079
"Temperature_In";"01.05.2025 22:03:46";15;1;45778919286.3079
"Temperature_Out";"01.05.2025 22:03:46";48.41473;1;45778919286.3079
"OR";"01.05.2025 22:03:47";20.65748;1;45778919297.9282
"Power";"01.05.2025 22:03:47";50;1;45778919297.9282
"Temperature_Setpoint";"01.05.2025 22:03:47";50;1;45778919297.9282
"Temperature_In";"01.05.2025 22:03:47";15;1;45778919297.9282
"Temperature_Out";"01.05.2025 22:03:47";48.45066;1;45778919297.9282
"OR";"01.05.2025 22:03:48";20.65748;1;45778919309.5718
"Power";"01.05.2025 22:03:48";50;1;45778919309.5718
"Temperature_Setpoint";"01.05.2025 22:03:48";50;1;45778919309.5718
"Temperature_In";"01.05.2025 22:03:48";15;1;45778919309.5718
"Temperature_Out";"01.05.2025 22:03:48";48.48887;1;45778919309.5718
"OR";"01.05.2025 22:03:49";20.64434;1;45778919321.1921
"Power";"01.05.2025 22:03:49";50;1;45778919321.1921
"Temperature_Setpoint";"01.05.2025 22:03:49";50;1;45778919321.1921
"Temperature_In";"01.05.2025 22:03:49";15;1;45778919321.1921
"Temperature_Out";"01.05.2025 22:03:49";48.52536;1;45778919321.1921
"OR";"01.05.2025 22:03:50";20.64093;1;45778919332.8472
"Power";"01.05.2025 22:03:50";50;1;45778919332.8472
"Temperature_Setpoint";"01.05.2025 22:03:50";50;1;45778919332.8472
"Temperature_In";"01.05.2025 22:03:50";15;1;45778919332.8472
"Temperature_Out";"01.05.2025 22:03:50";48.55679;1;45778919332.8472
"OR";"01.05.2025 22:03:51";20.64813;1;45778919344.4907
"Power";"01.05.2025 22:03:51";50;1;45778919344.4907
"Temperature_Setpoint";"01.05.2025 22:03:51";50;1;45778919344.4907
"Temperature_In";"01.05.2025 22:03:51";15;1;45778919344.4907
"Temperature_Out";"01.05.2025 22:03:51";48.59351;1;45778919344.4907
"OR";"01.05.2025 22:03:52";20.64813;1;45778919356.1111
"Power";"01.05.2025 22:03:52";50;1;45778919356.1111
"Temperature_Setpoint";"01.05.2025 22:03:52";50;1;45778919356.1111
"Temperature_In";"01.05.2025 22:03:52";15;1;45778919356.1111
"Temperature_Out";"01.05.2025 22:03:52";48.62222;1;45778919356.1111
"OR";"01.05.2025 22:03:53";20.63427;1;45778919367.7431
"Power";"01.05.2025 22:03:53";50;1;45778919367.7431
"Temperature_Setpoint";"01.05.2025 22:03:53";50;1;45778919367.7431
"Temperature_In";"01.05.2025 22:03:53";15;1;45778919367.7431
"Temperature_Out";"01.05.2025 22:03:53";48.65279;1;45778919367.7431
"OR";"01.05.2025 22:03:54";20.62416;1;45778919379.3866
"Power";"01.05.2025 22:03:54";50;1;45778919379.3866
"Temperature_Setpoint";"01.05.2025 22:03:54";50;1;45778919379.3866
"Temperature_In";"01.05.2025 22:03:54";15;1;45778919379.3866
"Temperature_Out";"01.05.2025 22:03:54";48.68203;1;45778919379.3866
"OR";"01.05.2025 22:03:55";20.62237;1;45778919390.9954
"Power";"01.05.2025 22:03:55";50;1;45778919390.9954
"Temperature_Setpoint";"01.05.2025 22:03:55";50;1;45778919390.9954
"Temperature_In";"01.05.2025 22:03:55";15;1;45778919390.9954
"Temperature_Out";"01.05.2025 22:03:55";48.71001;1;45778919390.9954
